Frequency,ChronicIllness,postcode
230,Lipids,2787
872,Lipids,2790
9,Lipids,2791
25,Lipids,2792
17,Lipids,2793
60,Lipids,2794
1340,Lipids,2795
26,Lipids,2797
96,Lipids,2798
329,Lipids,2799
1211,Lipids,2800
4,Lipids,2803
205,Lipids,2804
19,Lipids,2805
62,Lipids,2806
1,Lipids,2807
6,Lipids,2809
28,Lipids,2810
1,Lipids,2812
1,Lipids,2817
4,Lipids,2818
91,Lipids,2820
180,Lipids,2821
23,Lipids,2823
204,Lipids,2824
6,Lipids,2825
24,Lipids,2827
9,Lipids,2828
246,Lipids,2829
1744,Lipids,2830
126,Lipids,2831
74,Lipids,2832
9,Lipids,2833
178,Lipids,2834
133,Lipids,2835
2,Lipids,2839
166,Lipids,2840
28,Lipids,2842
97,Lipids,2843
106,Lipids,2844
39,Lipids,2845
7,Lipids,2846
38,Lipids,2847
177,Lipids,2848
99,Lipids,2849
318,Lipids,2850
10,Lipids,2852
1,Lipids,2862
16,Lipids,2864
10,Lipids,2865
31,Lipids,2866
11,Lipids,2867
14,Lipids,2868
14,Lipids,2869
305,Lipids,2870
633,Lipids,2871
5,Lipids,2873
1,Lipids,2874
10,Lipids,2875
13,Lipids,2876
7,Lipids,2877
8,Lipids,2878
3,Lipids,2879
76,Lipids,2880
1,Lipids,2899
1,Lipids,2949
1,Lipids,2950
30,Lipids,2954
56,Lipids,3000
18,Lipids,3001
19,Lipids,3002
24,Lipids,3003
50,Lipids,3004
27,Lipids,3006
23,Lipids,3008
248,Lipids,3011
211,Lipids,3012
300,Lipids,3013
284,Lipids,3015
79,Lipids,3016
609,Lipids,3018
59,Lipids,3019
726,Lipids,3020
1699,Lipids,3021
67,Lipids,3022
505,Lipids,3023
100,Lipids,3024
257,Lipids,3025
3,Lipids,3026
12,Lipids,3027
958,Lipids,3028
571,Lipids,3029
1269,Lipids,3030
241,Lipids,3031
302,Lipids,3032
427,Lipids,3033
302,Lipids,3034
117,Lipids,3036
264,Lipids,3037
696,Lipids,3038
235,Lipids,3039
161,Lipids,3040
237,Lipids,3041
311,Lipids,3042
406,Lipids,3043
1093,Lipids,3044
1428,Lipids,3046
568,Lipids,3047
125,Lipids,3048
47,Lipids,3049
177,Lipids,3051
32,Lipids,3052
63,Lipids,3053
97,Lipids,3054
56,Lipids,3055
153,Lipids,3056
65,Lipids,3057
679,Lipids,3058
274,Lipids,3059
501,Lipids,3060
271,Lipids,3061
11,Lipids,3063
753,Lipids,3064
70,Lipids,3065
43,Lipids,3066
48,Lipids,3067
149,Lipids,3068
407,Lipids,3070
327,Lipids,3071
678,Lipids,3072
1238,Lipids,3073
459,Lipids,3074
449,Lipids,3075
313,Lipids,3076
158,Lipids,3078
354,Lipids,3079
116,Lipids,3081
840,Lipids,3082
449,Lipids,3083
715,Lipids,3084
230,Lipids,3085
262,Lipids,3087
700,Lipids,3088
318,Lipids,3089
37,Lipids,3090
27,Lipids,3091
1,Lipids,3092
151,Lipids,3093
324,Lipids,3094
412,Lipids,3095
54,Lipids,3096
22,Lipids,3097
93,Lipids,3099
269,Lipids,3101
145,Lipids,3102
232,Lipids,3103
474,Lipids,3104
407,Lipids,3105
249,Lipids,3106
400,Lipids,3107
487,Lipids,3108
790,Lipids,3109
1,Lipids,3110
459,Lipids,3111
49,Lipids,3113
17,Lipids,3114
29,Lipids,3115
43,Lipids,3116
10,Lipids,3120
365,Lipids,3121
522,Lipids,3122
162,Lipids,3123
325,Lipids,3124
210,Lipids,3125
159,Lipids,3126
216,Lipids,3127
234,Lipids,3128
82,Lipids,3129
885,Lipids,3130
698,Lipids,3131
188,Lipids,3132
402,Lipids,3133
207,Lipids,3134
350,Lipids,3135
565,Lipids,3136
488,Lipids,3137
116,Lipids,3138
201,Lipids,3139
201,Lipids,3140
195,Lipids,3141
73,Lipids,3142
71,Lipids,3143
138,Lipids,3144
183,Lipids,3145
467,Lipids,3146
393,Lipids,3147
120,Lipids,3148
951,Lipids,3149
1374,Lipids,3150
94,Lipids,3151
574,Lipids,3152
241,Lipids,3153
35,Lipids,3154
529,Lipids,3155
943,Lipids,3156
1,Lipids,3157
21,Lipids,3158
30,Lipids,3159
79,Lipids,3160
252,Lipids,3161
276,Lipids,3162
600,Lipids,3163
1,Lipids,3164
778,Lipids,3165
336,Lipids,3166
210,Lipids,3167
484,Lipids,3168
291,Lipids,3169
648,Lipids,3170
410,Lipids,3171
522,Lipids,3172
489,Lipids,3173
931,Lipids,3174
1168,Lipids,3175
145,Lipids,3177
1163,Lipids,3178
52,Lipids,3179
150,Lipids,3180
132,Lipids,3181
71,Lipids,3182
101,Lipids,3183
40,Lipids,3184
143,Lipids,3185
253,Lipids,3186
307,Lipids,3187
140,Lipids,3188
142,Lipids,3189
213,Lipids,3190
59,Lipids,3191
406,Lipids,3192
249,Lipids,3193
468,Lipids,3194
299,Lipids,3195
560,Lipids,3196
63,Lipids,3197
282,Lipids,3198
617,Lipids,3199
45,Lipids,3200
233,Lipids,3201
23,Lipids,3202
352,Lipids,3204
98,Lipids,3205
99,Lipids,3206
168,Lipids,3207
36,Lipids,3211
340,Lipids,3212
2,Lipids,3213
653,Lipids,3214
311,Lipids,3215
929,Lipids,3216
9,Lipids,3217
40,Lipids,3218
412,Lipids,3219
58,Lipids,3220
85,Lipids,3221
427,Lipids,3222
587,Lipids,3223
28,Lipids,3224
12,Lipids,3225
280,Lipids,3226
24,Lipids,3227
314,Lipids,3228
1,Lipids,3230
1,Lipids,3231
1,Lipids,3232
64,Lipids,3233
5,Lipids,3235
8,Lipids,3236
4,Lipids,3237
3,Lipids,3238
8,Lipids,3239
13,Lipids,3240
12,Lipids,3241
54,Lipids,3242
17,Lipids,3243
117,Lipids,3249
499,Lipids,3250
17,Lipids,3251
9,Lipids,3254
305,Lipids,3260
246,Lipids,3264
80,Lipids,3265
260,Lipids,3266
1,Lipids,3267
14,Lipids,3268
1,Lipids,3269
7,Lipids,3271
140,Lipids,3272
6,Lipids,3273
17,Lipids,3274
13,Lipids,3275
12,Lipids,3276
47,Lipids,3277
13,Lipids,3278
12,Lipids,3279
1697,Lipids,3280
31,Lipids,3281
24,Lipids,3282
11,Lipids,3283
253,Lipids,3284
68,Lipids,3285
39,Lipids,3286
11,Lipids,3287
38,Lipids,3289
1,Lipids,3290
3,Lipids,3292
21,Lipids,3293
38,Lipids,3294
710,Lipids,3300
40,Lipids,3301
19,Lipids,3302
8,Lipids,3303
231,Lipids,3304
801,Lipids,3305
10,Lipids,3309
16,Lipids,3310
208,Lipids,3311
35,Lipids,3312
26,Lipids,3314
5,Lipids,3315
6,Lipids,3317
81,Lipids,3318
13,Lipids,3319
6,Lipids,3321
13,Lipids,3322
2,Lipids,3323
23,Lipids,3324
36,Lipids,3325
12,Lipids,3328
1,Lipids,3329
10,Lipids,3330
8,Lipids,3331
1,Lipids,3332
11,Lipids,3333
23,Lipids,3334
26,Lipids,3335
719,Lipids,3337
362,Lipids,3338
1,Lipids,3339
667,Lipids,3340
36,Lipids,3341
187,Lipids,3342
44,Lipids,3345
1831,Lipids,3350
282,Lipids,3351
397,Lipids,3352
1,Lipids,3353
2,Lipids,3354
817,Lipids,3355
887,Lipids,3356
167,Lipids,3357
41,Lipids,3360
33,Lipids,3361
31,Lipids,3363
17,Lipids,3364
6,Lipids,3370
62,Lipids,3371
196,Lipids,3373
7,Lipids,3374
13,Lipids,3375
462,Lipids,3377
2,Lipids,3378
38,Lipids,3379
629,Lipids,3380
33,Lipids,3381
31,Lipids,3384
30,Lipids,3385
22,Lipids,3387
5,Lipids,3388
11,Lipids,3390
3,Lipids,3393
2,Lipids,3395
69,Lipids,3396
813,Lipids,3400
119,Lipids,3401
10,Lipids,3402
6,Lipids,3407
1,Lipids,3408
58,Lipids,3409
24,Lipids,3412
1,Lipids,3413
150,Lipids,3414
165,Lipids,3418
4,Lipids,3419
1,Lipids,3420
1,Lipids,3423
4,Lipids,3424
5,Lipids,3427
11,Lipids,3428
45,Lipids,3429
16,Lipids,3431
4,Lipids,3432
4,Lipids,3433
198,Lipids,3434
14,Lipids,3435
149,Lipids,3437
22,Lipids,3438
19,Lipids,3440
17,Lipids,3441
31,Lipids,3442
358,Lipids,3444
22,Lipids,3446
12,Lipids,3447
30,Lipids,3448
247,Lipids,3450
80,Lipids,3451
33,Lipids,3453
89,Lipids,3458
7,Lipids,3460
27,Lipids,3461
23,Lipids,3462
22,Lipids,3463
95,Lipids,3464
1112,Lipids,3465
92,Lipids,3467
12,Lipids,3468
14,Lipids,3469
36,Lipids,3472
17,Lipids,3475
6,Lipids,3477
17,Lipids,3478
185,Lipids,3480
15,Lipids,3482
73,Lipids,3483
12,Lipids,3485
3,Lipids,3487
4,Lipids,3490
2,Lipids,3491
1,Lipids,3494
27,Lipids,3496
30,Lipids,3498
411,Lipids,3500
11,Lipids,3501
1,Lipids,3502
108,Lipids,3505
1,Lipids,3512
32,Lipids,3515
21,Lipids,3516
28,Lipids,3517
4,Lipids,3518
4,Lipids,3521
15,Lipids,3522
347,Lipids,3523
1,Lipids,3525
2,Lipids,3527
1,Lipids,3529
4,Lipids,3530
1,Lipids,3531
1,Lipids,3532
5,Lipids,3533
6,Lipids,3539
4,Lipids,3540
5,Lipids,3542
3,Lipids,3544
5,Lipids,3546
4,Lipids,3549
1366,Lipids,3550
389,Lipids,3551
701,Lipids,3555
741,Lipids,3556
13,Lipids,3557
87,Lipids,3558
6,Lipids,3559
76,Lipids,3561
12,Lipids,3562
37,Lipids,3563
1133,Lipids,3564
5,Lipids,3565
47,Lipids,3566
60,Lipids,3567
301,Lipids,3568
26,Lipids,3570
12,Lipids,3571
2,Lipids,3572
13,Lipids,3573
52,Lipids,3575
1,Lipids,3576
20,Lipids,3579
3,Lipids,3580
2,Lipids,3581
1,Lipids,3583
14,Lipids,3584
371,Lipids,3585
5,Lipids,3586
8,Lipids,3588
6,Lipids,3589
5,Lipids,3590
1,Lipids,3591
9,Lipids,3594
10,Lipids,3595
1,Lipids,3596
10,Lipids,3597
5,Lipids,3607
214,Lipids,3608
115,Lipids,3610
33,Lipids,3612
2,Lipids,3613
17,Lipids,3614
414,Lipids,3616
1,Lipids,3617
26,Lipids,3618
38,Lipids,3619
286,Lipids,3620
31,Lipids,3621
7,Lipids,3622
74,Lipids,3623
20,Lipids,3624
1,Lipids,3626
131,Lipids,3629
1954,Lipids,3630
303,Lipids,3631
4,Lipids,3632
17,Lipids,3633
70,Lipids,3634
13,Lipids,3635
181,Lipids,3636
14,Lipids,3637
167,Lipids,3638
46,Lipids,3639
16,Lipids,3640
49,Lipids,3641
55,Lipids,3643
666,Lipids,3644
23,Lipids,3646
20,Lipids,3649
1,Lipids,3650
1,Lipids,3653
337,Lipids,3658
19,Lipids,3659
191,Lipids,3660
6,Lipids,3663
9,Lipids,3664
5,Lipids,3665
33,Lipids,3666
61,Lipids,3669
4,Lipids,3670
17,Lipids,3671
193,Lipids,3672
24,Lipids,3673
46,Lipids,3675
27,Lipids,3676
775,Lipids,3677
133,Lipids,3678
8,Lipids,3682
3,Lipids,3683
26,Lipids,3685
47,Lipids,3687
17,Lipids,3688
46,Lipids,3689
1181,Lipids,3690
169,Lipids,3691
2,Lipids,3694
10,Lipids,3695
22,Lipids,3697
36,Lipids,3698
68,Lipids,3699
33,Lipids,3700
22,Lipids,3701
1,Lipids,3704
1,Lipids,3705
13,Lipids,3707
1,Lipids,3709
13,Lipids,3711
19,Lipids,3712
43,Lipids,3713
283,Lipids,3714
11,Lipids,3715
226,Lipids,3717
6,Lipids,3718
23,Lipids,3719
34,Lipids,3720
255,Lipids,3722
117,Lipids,3723
3,Lipids,3724
9,Lipids,3725
9,Lipids,3726
6,Lipids,3727
12,Lipids,3728
131,Lipids,3730
22,Lipids,3732
5,Lipids,3733
23,Lipids,3735
10,Lipids,3736
275,Lipids,3737
10,Lipids,3738
3,Lipids,3739
2,Lipids,3740
4,Lipids,3741
18,Lipids,3746
287,Lipids,3747
20,Lipids,3749
16,Lipids,3750
4,Lipids,3751
286,Lipids,3752
9,Lipids,3753
95,Lipids,3754
5,Lipids,3755
88,Lipids,3756
396,Lipids,3757
59,Lipids,3758
16,Lipids,3759
4,Lipids,3760
10,Lipids,3761
1,Lipids,3762
62,Lipids,3763
120,Lipids,3764
182,Lipids,3765
16,Lipids,3766
5,Lipids,3767
27,Lipids,3770
120,Lipids,3775
508,Lipids,3777
5,Lipids,3778
1,Lipids,3779
45,Lipids,3781
235,Lipids,3782
30,Lipids,3783
5,Lipids,3786
4,Lipids,3787
7,Lipids,3788
3,Lipids,3789
25,Lipids,3791
27,Lipids,3792
156,Lipids,3793
42,Lipids,3795
186,Lipids,3796
5,Lipids,3797
68,Lipids,3799
242,Lipids,3802
86,Lipids,3803
36,Lipids,3804
114,Lipids,3805
790,Lipids,3806
176,Lipids,3807
18,Lipids,3808
28,Lipids,3809
605,Lipids,3810
45,Lipids,3812
14,Lipids,3813
11,Lipids,3814
20,Lipids,3815
17,Lipids,3816
309,Lipids,3818
33,Lipids,3820
5,Lipids,3821
4,Lipids,3822
101,Lipids,3823
210,Lipids,3824
195,Lipids,3825
18,Lipids,3835
1,Lipids,3839
549,Lipids,3840
30,Lipids,3842
895,Lipids,3844
111,Lipids,3847
382,Lipids,3850
104,Lipids,3851
19,Lipids,3854
15,Lipids,3856
3,Lipids,3857
16,Lipids,3858
32,Lipids,3860
118,Lipids,3862
1,Lipids,3864
9,Lipids,3869
10,Lipids,3870
6,Lipids,3871
8,Lipids,3873
14,Lipids,3874
38,Lipids,3875
20,Lipids,3878
275,Lipids,3880
3,Lipids,3882
5,Lipids,3885
26,Lipids,3887
7,Lipids,3888
2,Lipids,3890
15,Lipids,3891
94,Lipids,3892
1,Lipids,3893
1,Lipids,3896
1,Lipids,3900
4,Lipids,3902
17,Lipids,3903
8,Lipids,3904
536,Lipids,3909
114,Lipids,3910
66,Lipids,3911
25,Lipids,3912
21,Lipids,3913
251,Lipids,3915
18,Lipids,3916
80,Lipids,3918
92,Lipids,3919
1,Lipids,3921
30,Lipids,3922
1,Lipids,3923
17,Lipids,3925
134,Lipids,3926
51,Lipids,3927
13,Lipids,3928
6,Lipids,3929
389,Lipids,3930
450,Lipids,3931
4,Lipids,3933
300,Lipids,3934
464,Lipids,3936
6,Lipids,3937
55,Lipids,3938
500,Lipids,3939
55,Lipids,3940
296,Lipids,3941
130,Lipids,3942
115,Lipids,3943
24,Lipids,3944
43,Lipids,3945
13,Lipids,3946
278,Lipids,3950
30,Lipids,3951
268,Lipids,3953
6,Lipids,3954
100,Lipids,3956
6,Lipids,3957
4,Lipids,3958
11,Lipids,3959
2,Lipids,3960
2,Lipids,3962
4,Lipids,3966
2,Lipids,3967
154,Lipids,3971
1,Lipids,3972
33,Lipids,3975
19,Lipids,3976
629,Lipids,3977
32,Lipids,3978
21,Lipids,3979
21,Lipids,3980
104,Lipids,3981
176,Lipids,3984
13,Lipids,3987
22,Lipids,3988
1,Lipids,3989
1,Lipids,3990
14,Lipids,3991
35,Lipids,3992
769,Lipids,3995
329,Lipids,3996
52,Lipids,4000
3,Lipids,4001
3,Lipids,4004
382,Lipids,4005
91,Lipids,4006
204,Lipids,4007
9,Lipids,4008
25,Lipids,4010
286,Lipids,4011
368,Lipids,4012
73,Lipids,4013
137,Lipids,4014
1,Lipids,4016
828,Lipids,4017
168,Lipids,4018
250,Lipids,4019
581,Lipids,4020
284,Lipids,4021
148,Lipids,4022
2,Lipids,4025
3,Lipids,4029
67,Lipids,4030
119,Lipids,4031
411,Lipids,4032
834,Lipids,4034
202,Lipids,4035
128,Lipids,4036
104,Lipids,4037
1,Lipids,4050
206,Lipids,4051
243,Lipids,4053
46,Lipids,4054
144,Lipids,4055
99,Lipids,4059
158,Lipids,4060
335,Lipids,4061
1,Lipids,4063
99,Lipids,4064
68,Lipids,4065
65,Lipids,4066
45,Lipids,4067
278,Lipids,4068
592,Lipids,4069
51,Lipids,4070
1,Lipids,4071
77,Lipids,4073
74,Lipids,4074
248,Lipids,4075
19,Lipids,4076
201,Lipids,4077
490,Lipids,4078
267,Lipids,4101
61,Lipids,4102
65,Lipids,4103
11,Lipids,4104
33,Lipids,4105
7,Lipids,4106
19,Lipids,4107
50,Lipids,4108
221,Lipids,4109
40,Lipids,4110
7,Lipids,4111
57,Lipids,4112
159,Lipids,4113
550,Lipids,4114
23,Lipids,4115
49,Lipids,4116
9,Lipids,4117
388,Lipids,4118
128,Lipids,4119
24,Lipids,4120
225,Lipids,4121
695,Lipids,4122
196,Lipids,4123
408,Lipids,4124
81,Lipids,4125
1,Lipids,4126
452,Lipids,4127
230,Lipids,4128
76,Lipids,4129
81,Lipids,4130
270,Lipids,4131
231,Lipids,4132
195,Lipids,4133
3,Lipids,4144
32,Lipids,4151
435,Lipids,4152
31,Lipids,4153
76,Lipids,4154
15,Lipids,4155
38,Lipids,4156
447,Lipids,4157
21,Lipids,4158
128,Lipids,4159
289,Lipids,4160
279,Lipids,4161
477,Lipids,4163
189,Lipids,4164
443,Lipids,4165
46,Lipids,4169
103,Lipids,4170
142,Lipids,4171
18,Lipids,4172
64,Lipids,4173
22,Lipids,4174
570,Lipids,4178
329,Lipids,4179
15,Lipids,4183
71,Lipids,4184
6,Lipids,4185
1,Lipids,4204
92,Lipids,4205
3,Lipids,4206
617,Lipids,4207
208,Lipids,4208
229,Lipids,4209
262,Lipids,4210
536,Lipids,4211
197,Lipids,4212
132,Lipids,4213
298,Lipids,4214
399,Lipids,4215
340,Lipids,4216
219,Lipids,4217
185,Lipids,4218
4,Lipids,4219
156,Lipids,4220
361,Lipids,4221
1,Lipids,4222
274,Lipids,4223
37,Lipids,4224
33,Lipids,4225
257,Lipids,4226
48,Lipids,4227
33,Lipids,4228
2,Lipids,4230
1,Lipids,4251
1,Lipids,4260
62,Lipids,4270
50,Lipids,4271
144,Lipids,4272
11,Lipids,4275
111,Lipids,4280
326,Lipids,4285
23,Lipids,4287
395,Lipids,4300
104,Lipids,4301
19,Lipids,4303
80,Lipids,4304
1050,Lipids,4305
409,Lipids,4306
35,Lipids,4307
28,Lipids,4309
29,Lipids,4310
70,Lipids,4311
5,Lipids,4312
15,Lipids,4313
2,Lipids,4315
54,Lipids,4340
273,Lipids,4341
65,Lipids,4342
135,Lipids,4343
37,Lipids,4344
9,Lipids,4346
11,Lipids,4347
2726,Lipids,4350
191,Lipids,4352
1,Lipids,4353
5,Lipids,4354
4,Lipids,4355
17,Lipids,4356
199,Lipids,4357
29,Lipids,4358
14,Lipids,4359
40,Lipids,4360
142,Lipids,4361
16,Lipids,4362
2,Lipids,4363
2,Lipids,4364
11,Lipids,4365
568,Lipids,4370
15,Lipids,4371
10,Lipids,4373
1,Lipids,4374
1,Lipids,4375
2,Lipids,4381
1,Lipids,4382
19,Lipids,4385
119,Lipids,4387
12,Lipids,4388
6,Lipids,4390
27,Lipids,4400
54,Lipids,4401
6,Lipids,4402
10,Lipids,4403
10,Lipids,4404
404,Lipids,4405
9,Lipids,4406
11,Lipids,4407
17,Lipids,4408
2,Lipids,4410
5,Lipids,4411
120,Lipids,4413
70,Lipids,4415
5,Lipids,4416
4,Lipids,4417
1,Lipids,4418
26,Lipids,4419
24,Lipids,4421
7,Lipids,4422
3,Lipids,4423
2,Lipids,4424
6,Lipids,4425
3,Lipids,4426
1,Lipids,4427
2,Lipids,4454
14,Lipids,4455
10,Lipids,4465
3,Lipids,4468
45,Lipids,4470
9,Lipids,4472
1,Lipids,4477
1,Lipids,4478
2,Lipids,4480
8,Lipids,4486
159,Lipids,4487
5,Lipids,4488
2,Lipids,4489
4,Lipids,4490
2,Lipids,4492
7,Lipids,4497
519,Lipids,4500
125,Lipids,4501
261,Lipids,4502
535,Lipids,4503
54,Lipids,4504
242,Lipids,4505
258,Lipids,4506
26,Lipids,4507
749,Lipids,4508
109,Lipids,4509
607,Lipids,4510
70,Lipids,4511
20,Lipids,4512
222,Lipids,4514
123,Lipids,4515
39,Lipids,4516
22,Lipids,4517
195,Lipids,4518
49,Lipids,4519
28,Lipids,4520
33,Lipids,4521
1,Lipids,4522
130,Lipids,4550
1352,Lipids,4551
47,Lipids,4552
116,Lipids,4553
27,Lipids,4554
226,Lipids,4555
544,Lipids,4556
122,Lipids,4557
379,Lipids,4558
129,Lipids,4559
523,Lipids,4560
142,Lipids,4561
172,Lipids,4562
185,Lipids,4563
14,Lipids,4564
385,Lipids,4565
88,Lipids,4566
51,Lipids,4567
82,Lipids,4568
37,Lipids,4569
635,Lipids,4570
15,Lipids,4571
26,Lipids,4572
114,Lipids,4573
53,Lipids,4574
239,Lipids,4575
1,Lipids,4579
511,Lipids,4580
36,Lipids,4581
1,Lipids,4585
6,Lipids,4600
1,Lipids,4601
6,Lipids,4605
246,Lipids,4606
27,Lipids,4608
208,Lipids,4610
9,Lipids,4612
38,Lipids,4613
15,Lipids,4614
99,Lipids,4615
7,Lipids,4620
29,Lipids,4621
3,Lipids,4625
8,Lipids,4626
18,Lipids,4630
491,Lipids,4650
1,Lipids,4653
1599,Lipids,4655
34,Lipids,4659
375,Lipids,4660
1,Lipids,4661
8,Lipids,4662
2575,Lipids,4670
85,Lipids,4671
17,Lipids,4673
33,Lipids,4674
3,Lipids,4676
3,Lipids,4677
35,Lipids,4678
469,Lipids,4680
5,Lipids,4695
1,Lipids,4697
13,Lipids,4699
670,Lipids,4700
1390,Lipids,4701
368,Lipids,4702
53,Lipids,4703
2,Lipids,4704
4,Lipids,4705
1,Lipids,4706
1,Lipids,4707
2,Lipids,4709
55,Lipids,4710
12,Lipids,4711
4,Lipids,4712
156,Lipids,4714
118,Lipids,4715
15,Lipids,4716
44,Lipids,4717
4,Lipids,4718
1,Lipids,4719
17,Lipids,4720
5,Lipids,4721
30,Lipids,4722
1,Lipids,4724
1,Lipids,4727
6,Lipids,4730
1,Lipids,4733
53,Lipids,4735
33,Lipids,4737
3,Lipids,4738
1,Lipids,4739
1197,Lipids,4740
80,Lipids,4741
6,Lipids,4742
1,Lipids,4743
1,Lipids,4744
23,Lipids,4745
3,Lipids,4746
117,Lipids,4750
33,Lipids,4751
26,Lipids,4753
11,Lipids,4754
5,Lipids,4756
1,Lipids,4757
1,Lipids,4789
10,Lipids,4798
2,Lipids,4799
14,Lipids,4800
16,Lipids,4802
2,Lipids,4804
36,Lipids,4805
21,Lipids,4806
295,Lipids,4807
31,Lipids,4808
23,Lipids,4809
71,Lipids,4810
160,Lipids,4811
130,Lipids,4812
353,Lipids,4814
389,Lipids,4815
86,Lipids,4816
602,Lipids,4817
506,Lipids,4818
16,Lipids,4819
4,Lipids,4820
62,Lipids,4821
4,Lipids,4822
1,Lipids,4823
5,Lipids,4824
12,Lipids,4825
1,Lipids,4829
1,Lipids,4830
18,Lipids,4849
15,Lipids,4850
17,Lipids,4852
222,Lipids,4854
37,Lipids,4855
39,Lipids,4856
2,Lipids,4857
77,Lipids,4858
32,Lipids,4859
710,Lipids,4860
4,Lipids,4861
38,Lipids,4865
246,Lipids,4868
301,Lipids,4869
379,Lipids,4870
149,Lipids,4871
64,Lipids,4872
6,Lipids,4873
1,Lipids,4874
2,Lipids,4875
2,Lipids,4877
43,Lipids,4878
152,Lipids,4879
412,Lipids,4880
10,Lipids,4881
37,Lipids,4882
110,Lipids,4883
51,Lipids,4884
149,Lipids,4885
25,Lipids,4886
3,Lipids,4887
3,Lipids,4888
1,Lipids,4890
2,Lipids,4891
1,Lipids,4892
2,Lipids,4895
1,Lipids,4923
65,Lipids,5000
2,Lipids,5001
32,Lipids,5006
43,Lipids,5007
68,Lipids,5008
44,Lipids,5009
26,Lipids,5010
75,Lipids,5011
25,Lipids,5012
110,Lipids,5013
203,Lipids,5014
127,Lipids,5015
136,Lipids,5016
43,Lipids,5017
67,Lipids,5018
219,Lipids,5019
41,Lipids,5020
153,Lipids,5021
267,Lipids,5022
302,Lipids,5023
311,Lipids,5024
144,Lipids,5025
1,Lipids,5026
34,Lipids,5031
163,Lipids,5032
63,Lipids,5033
153,Lipids,5034
109,Lipids,5035
2,Lipids,5036
325,Lipids,5037
398,Lipids,5038
381,Lipids,5039
50,Lipids,5040
329,Lipids,5041
179,Lipids,5042
431,Lipids,5043
131,Lipids,5044
286,Lipids,5045
99,Lipids,5046
59,Lipids,5047
106,Lipids,5048
69,Lipids,5049
95,Lipids,5050
198,Lipids,5051
83,Lipids,5052
1,Lipids,5055
117,Lipids,5061
327,Lipids,5062
245,Lipids,5063
199,Lipids,5064
90,Lipids,5065
136,Lipids,5066
118,Lipids,5067
126,Lipids,5068
185,Lipids,5069
316,Lipids,5070
146,Lipids,5072
144,Lipids,5073
269,Lipids,5074
130,Lipids,5075
32,Lipids,5076
59,Lipids,5081
115,Lipids,5082
70,Lipids,5083
96,Lipids,5084
187,Lipids,5085
168,Lipids,5086
108,Lipids,5087
24,Lipids,5088
35,Lipids,5089
108,Lipids,5090
24,Lipids,5091
244,Lipids,5092
136,Lipids,5093
18,Lipids,5094
78,Lipids,5095
214,Lipids,5096
160,Lipids,5097
262,Lipids,5098
3,Lipids,5106
334,Lipids,5107
1104,Lipids,5108
346,Lipids,5109
199,Lipids,5110
337,Lipids,5112
332,Lipids,5113
169,Lipids,5114
33,Lipids,5115
18,Lipids,5116
2,Lipids,5117
21,Lipids,5118
37,Lipids,5120
19,Lipids,5121
164,Lipids,5125
56,Lipids,5126
71,Lipids,5127
1,Lipids,5131
2,Lipids,5132
2,Lipids,5133
4,Lipids,5134
6,Lipids,5136
12,Lipids,5137
7,Lipids,5138
1,Lipids,5139
4,Lipids,5140
19,Lipids,5141
22,Lipids,5142
5,Lipids,5144
1,Lipids,5148
56,Lipids,5152
87,Lipids,5153
16,Lipids,5154
10,Lipids,5155
13,Lipids,5156
41,Lipids,5157
384,Lipids,5158
515,Lipids,5159
3,Lipids,5160
313,Lipids,5161
702,Lipids,5162
304,Lipids,5163
106,Lipids,5164
23,Lipids,5165
7,Lipids,5166
33,Lipids,5167
50,Lipids,5168
145,Lipids,5169
11,Lipids,5170
26,Lipids,5171
22,Lipids,5172
83,Lipids,5173
21,Lipids,5174
1,Lipids,5180
31,Lipids,5201
8,Lipids,5202
3,Lipids,5203
2,Lipids,5204
11,Lipids,5210
120,Lipids,5211
18,Lipids,5212
18,Lipids,5213
581,Lipids,5214
3,Lipids,5220
3,Lipids,5221
4,Lipids,5222
27,Lipids,5223
3,Lipids,5231
2,Lipids,5232
3,Lipids,5233
3,Lipids,5234
23,Lipids,5235
2,Lipids,5236
2,Lipids,5237
18,Lipids,5238
4,Lipids,5240
10,Lipids,5241
4,Lipids,5242
15,Lipids,5244
15,Lipids,5245
44,Lipids,5250
376,Lipids,5251
56,Lipids,5252
580,Lipids,5253
56,Lipids,5254
506,Lipids,5255
44,Lipids,5256
42,Lipids,5259
190,Lipids,5260
3,Lipids,5261
1,Lipids,5262
4,Lipids,5264
7,Lipids,5265
9,Lipids,5266
3,Lipids,5267
9,Lipids,5268
1,Lipids,5269
1,Lipids,5270
13,Lipids,5271
6,Lipids,5272
5,Lipids,5275
2,Lipids,5276
28,Lipids,5277
6,Lipids,5278
2,Lipids,5279
54,Lipids,5280
551,Lipids,5290
102,Lipids,5291
17,Lipids,5301
1,Lipids,5303
2,Lipids,5306
46,Lipids,5307
1,Lipids,5309
1,Lipids,5311
1,Lipids,5320
1,Lipids,5321
2,Lipids,5330
12,Lipids,5333
1,Lipids,5337
1,Lipids,5340
5,Lipids,5341
1,Lipids,5342
27,Lipids,5343
4,Lipids,5344
6,Lipids,5345
1,Lipids,5350
11,Lipids,5351
176,Lipids,5352
144,Lipids,5353
8,Lipids,5354
21,Lipids,5355
4,Lipids,5356
2,Lipids,5357
1,Lipids,5360
2,Lipids,5371
3,Lipids,5372
